province,specialism,SP3_norm
Overijssel,Pain Management & Anaesthesiology,0.2493829100391271
Overijssel,Pediatrics,0.249382910039127
Overijssel,Plastic & Reconstructive Surgery,0.249382910039127
Overijssel,Psychiatry & Mental Health,0.8288279521861057
Overijssel,Pulmonology,0.2493829100391271
Overijssel,Radiology & Interventional Radiology,0.249382910039127
Overijssel,Rehabilitation Medicine,0.249382910039127
Overijssel,Rheumatology,0.249382910039127
Overijssel,Sports Medicine & Other,0.249382910039127
Overijssel,Urology,0.249382910039127
Utrecht,Audiology,0.39936541015439675
Utrecht,Cardiology,0.3993654101543964
Utrecht,Cardiothoracic Surgery,0.3993654101543965
Utrecht,Clinical Genetics,0.39936541015439664
Utrecht,Dermatology & Allergology,0.39936541015439675
Utrecht,ENT,0.3993654101543965
Utrecht,Gastroenterology & Hepatology,0.3993654101543965
Utrecht,General & Trauma Surgery,0.39936541015439664
Utrecht,Geriatrics & Elderly Care,0.39936541015439675
Utrecht,Gynecology & Obstetrics,0.3993654101543965
Utrecht,Internal Medicine,0.39936541015439664
Utrecht,Neurology & Neurosurgery,0.39936541015439664
Utrecht,Oncology & Radiotherapy,0.3993654101543965
Utrecht,Ophthalmology,0.39936541015439664
Utrecht,Orthopedics,0.3993654101543965
Utrecht,Pain Management & Anaesthesiology,0.39936541015439664
Utrecht,Pediatrics,0.39936541015439675
Utrecht,Plastic & Reconstructive Surgery,0.39936541015439664
Utrecht,Psychiatry & Mental Health,1
Utrecht,Pulmonology,0.39936541015439664
Utrecht,Radiology & Interventional Radiology,0.39936541015439664
Utrecht,Rehabilitation Medicine,0.39936541015439664
Utrecht,Rheumatology,0.3993654101543965
Utrecht,Sports Medicine & Other,0.39936541015439664
Utrecht,Urology,0.39936541015439664
Zeeland,Audiology,0.4356971145866311
Zeeland,Cardiology,0.4356971145866311
Zeeland,Cardiothoracic Surgery,0.43569711458663096
Zeeland,Clinical Genetics,0.4356971145866311
Zeeland,Dermatology & Allergology,0.4356971145866312
Zeeland,ENT,0.4356971145866311
Zeeland,Gastroenterology & Hepatology,0.4356971145866312
Zeeland,General & Trauma Surgery,0.4356971145866312
Zeeland,Geriatrics & Elderly Care,0.4356971145866312
Zeeland,Gynecology & Obstetrics,0.43569711458663124
Zeeland,Internal Medicine,0.43569711458663096
Zeeland,Neurology & Neurosurgery,0.4356971145866312
Zeeland,Oncology & Radiotherapy,0.4356971145866312
Zeeland,Ophthalmology,0.4356971145866312
Zeeland,Orthopedics,0.4356971145866311
Zeeland,Pain Management & Anaesthesiology,0.4356971145866311
Zeeland,Pediatrics,0.4356971145866311
Zeeland,Plastic & Reconstructive Surgery,0.4356971145866312
Zeeland,Psychiatry & Mental Health,0.8821251953557208
Zeeland,Pulmonology,0.4356971145866311
Zeeland,Radiology & Interventional Radiology,0.4356971145866312
Zeeland,Rehabilitation Medicine,0.4356971145866312
Zeeland,Rheumatology,0.4356971145866311
Zeeland,Sports Medicine & Other,0.4356971145866311
Zeeland,Urology,0.4356971145866312
Zuid-Holland,Audiology,0.28714092276498093
Zuid-Holland,Cardiology,0.28714092276498093
Zuid-Holland,Cardiothoracic Surgery,0.28714092276498104
Zuid-Holland,Clinical Genetics,0.28714092276498104
Zuid-Holland,Dermatology & Allergology,0.28714092276498093
Zuid-Holland,ENT,0.28714092276498093
Zuid-Holland,Gastroenterology & Hepatology,0.28714092276498093
Zuid-Holland,General & Trauma Surgery,0.28714092276498104
Zuid-Holland,Geriatrics & Elderly Care,0.28714092276498104
Zuid-Holland,Gynecology & Obstetrics,0.28714092276498093
Zuid-Holland,Internal Medicine,0.28714092276498093
Zuid-Holland,Neurology & Neurosurgery,0.28714092276498104
Zuid-Holland,Oncology & Radiotherapy,0.28714092276498093
Zuid-Holland,Ophthalmology,0.28714092276498093
Zuid-Holland,Orthopedics,0.28714092276498093
Zuid-Holland,Pain Management & Anaesthesiology,0.2871409227649808
Zuid-Holland,Pediatrics,0.28714092276498093
Zuid-Holland,Plastic & Reconstructive Surgery,0.28714092276498093
Zuid-Holland,Psychiatry & Mental Health,0.6871256153156806
Zuid-Holland,Pulmonology,0.28714092276498093
Zuid-Holland,Radiology & Interventional Radiology,0.28714092276498104
Zuid-Holland,Rehabilitation Medicine,0.28714092276498104
Zuid-Holland,Rheumatology,0.28714092276498093
Zuid-Holland,Sports Medicine & Other,0.28714092276498093
Zuid-Holland,Urology,0.28714092276498093
