province,specialism,DP3_norm
Gelderland,Sports Medicine & Other,0.39953398696927933
Gelderland,Urology,0.39953398696927933
Groningen,Audiology,0.3891199988433386
Groningen,Cardiology,0.3891199988433386
Groningen,Cardiothoracic Surgery,0.3891199988433386
Groningen,Clinical Genetics,0.3891199988433386
Groningen,Dermatology & Allergology,0.3891199988433386
Groningen,ENT,0.3891199988433386
Groningen,Gastroenterology & Hepatology,0.3891199988433386
Groningen,General & Trauma Surgery,0.3891199988433386
Groningen,Geriatrics & Elderly Care,0.3891199988433386
Groningen,Gynecology & Obstetrics,0.3891199988433386
Groningen,Internal Medicine,0.3891199988433386
Groningen,Neurology & Neurosurgery,0.3891199988433386
Groningen,Oncology & Radiotherapy,0.3891199988433386
Groningen,Ophthalmology,0.3891199988433386
Groningen,Orthopedics,0.3891199988433386
Groningen,Pain Management & Anaesthesiology,0.3891199988433386
Groningen,Pediatrics,0.3891199988433386
Groningen,Plastic & Reconstructive Surgery,0.3891199988433386
Groningen,Psychiatry & Mental Health,0.3891199988433386
Groningen,Pulmonology,0.3891199988433386
Groningen,Radiology & Interventional Radiology,0.3891199988433386
Groningen,Rehabilitation Medicine,0.3891199988433386
Groningen,Rheumatology,0.3891199988433386
Groningen,Sports Medicine & Other,0.3891199988433386
Groningen,Urology,0.3891199988433386
Limburg,Audiology,0.060378078036018926
Limburg,Cardiology,0.060378078036018926
Limburg,Cardiothoracic Surgery,0.060378078036018926
Limburg,Clinical Genetics,0.060378078036018926
Limburg,Dermatology & Allergology,0.060378078036018926
Limburg,ENT,0.060378078036018926
Limburg,Gastroenterology & Hepatology,0.060378078036018926
Limburg,General & Trauma Surgery,0.060378078036018926
Limburg,Geriatrics & Elderly Care,0.060378078036018926
Limburg,Gynecology & Obstetrics,0.060378078036018926
Limburg,Internal Medicine,0.060378078036018926
Limburg,Neurology & Neurosurgery,0.060378078036018926
Limburg,Oncology & Radiotherapy,0.060378078036018926
Limburg,Ophthalmology,0.060378078036018926
Limburg,Orthopedics,0.060378078036018926
Limburg,Pain Management & Anaesthesiology,0.060378078036018926
Limburg,Pediatrics,0.060378078036018926
Limburg,Plastic & Reconstructive Surgery,0.060378078036018926
Limburg,Psychiatry & Mental Health,0.060378078036018926
Limburg,Pulmonology,0.060378078036018926
Limburg,Radiology & Interventional Radiology,0.060378078036018926
Limburg,Rehabilitation Medicine,0.060378078036018926
Limburg,Rheumatology,0.060378078036018926
Limburg,Sports Medicine & Other,0.060378078036018926
Limburg,Urology,0.060378078036018926
Noord-Brabant,Audiology,0.42041236615744854
Noord-Brabant,Cardiology,0.42041236615744854
Noord-Brabant,Cardiothoracic Surgery,0.42041236615744854
Noord-Brabant,Clinical Genetics,0.42041236615744854
Noord-Brabant,Dermatology & Allergology,0.42041236615744854
Noord-Brabant,ENT,0.42041236615744854
Noord-Brabant,Gastroenterology & Hepatology,0.42041236615744854
Noord-Brabant,General & Trauma Surgery,0.42041236615744854
Noord-Brabant,Geriatrics & Elderly Care,0.42041236615744854
Noord-Brabant,Gynecology & Obstetrics,0.42041236615744854
Noord-Brabant,Internal Medicine,0.42041236615744854
Noord-Brabant,Neurology & Neurosurgery,0.42041236615744854
Noord-Brabant,Oncology & Radiotherapy,0.42041236615744854
Noord-Brabant,Ophthalmology,0.42041236615744854
Noord-Brabant,Orthopedics,0.42041236615744854
Noord-Brabant,Pain Management & Anaesthesiology,0.42041236615744854
Noord-Brabant,Pediatrics,0.42041236615744854
Noord-Brabant,Plastic & Reconstructive Surgery,0.42041236615744854
Noord-Brabant,Psychiatry & Mental Health,0.42041236615744854
Noord-Brabant,Pulmonology,0.42041236615744854
Noord-Brabant,Radiology & Interventional Radiology,0.42041236615744854
Noord-Brabant,Rehabilitation Medicine,0.42041236615744854
Noord-Brabant,Rheumatology,0.42041236615744854
Noord-Brabant,Sports Medicine & Other,0.42041236615744854
Noord-Brabant,Urology,0.42041236615744854
Noord-Holland,Audiology,0.4824544451632146
Noord-Holland,Cardiology,0.4824544451632146
Noord-Holland,Cardiothoracic Surgery,0.4824544451632146
Noord-Holland,Clinical Genetics,0.4824544451632146
Noord-Holland,Dermatology & Allergology,0.4824544451632146
Noord-Holland,ENT,0.4824544451632146
Noord-Holland,Gastroenterology & Hepatology,0.4824544451632146
Noord-Holland,General & Trauma Surgery,0.4824544451632146
Noord-Holland,Geriatrics & Elderly Care,0.4824544451632146
Noord-Holland,Gynecology & Obstetrics,0.4824544451632146
Noord-Holland,Internal Medicine,0.4824544451632146
Noord-Holland,Neurology & Neurosurgery,0.4824544451632146
Noord-Holland,Oncology & Radiotherapy,0.4824544451632146
Noord-Holland,Ophthalmology,0.4824544451632146
Noord-Holland,Orthopedics,0.4824544451632146
Noord-Holland,Pain Management & Anaesthesiology,0.4824544451632146
Noord-Holland,Pediatrics,0.4824544451632146
Noord-Holland,Plastic & Reconstructive Surgery,0.4824544451632146
Noord-Holland,Psychiatry & Mental Health,0.4824544451632146
Noord-Holland,Pulmonology,0.4824544451632146
Noord-Holland,Radiology & Interventional Radiology,0.4824544451632146
Noord-Holland,Rehabilitation Medicine,0.4824544451632146
Noord-Holland,Rheumatology,0.4824544451632146
Noord-Holland,Sports Medicine & Other,0.4824544451632146
Noord-Holland,Urology,0.4824544451632146
Overijssel,Audiology,0.48958721339336647
Overijssel,Cardiology,0.48958721339336647
Overijssel,Cardiothoracic Surgery,0.48958721339336647
Overijssel,Clinical Genetics,0.48958721339336647
Overijssel,Dermatology & Allergology,0.48958721339336647
Overijssel,ENT,0.48958721339336647
Overijssel,Gastroenterology & Hepatology,0.48958721339336647
Overijssel,General & Trauma Surgery,0.48958721339336647
Overijssel,Geriatrics & Elderly Care,0.48958721339336647
Overijssel,Gynecology & Obstetrics,0.48958721339336647
Overijssel,Internal Medicine,0.48958721339336647
Overijssel,Neurology & Neurosurgery,0.48958721339336647
Overijssel,Oncology & Radiotherapy,0.48958721339336647
Overijssel,Ophthalmology,0.48958721339336647
Overijssel,Orthopedics,0.48958721339336647
Overijssel,Pain Management & Anaesthesiology,0.48958721339336647
Overijssel,Pediatrics,0.48958721339336647
Overijssel,Plastic & Reconstructive Surgery,0.48958721339336647
Overijssel,Psychiatry & Mental Health,0.48958721339336647
Overijssel,Pulmonology,0.48958721339336647
Overijssel,Radiology & Interventional Radiology,0.48958721339336647
Overijssel,Rehabilitation Medicine,0.48958721339336647
Overijssel,Rheumatology,0.48958721339336647
Overijssel,Sports Medicine & Other,0.48958721339336647
Overijssel,Urology,0.48958721339336647
Utrecht,Audiology,0.6217165237848311
Utrecht,Cardiology,0.6217165237848311
Utrecht,Cardiothoracic Surgery,0.6217165237848311
Utrecht,Clinical Genetics,0.6217165237848311
Utrecht,Dermatology & Allergology,0.6217165237848311
Utrecht,ENT,0.6217165237848311
Utrecht,Gastroenterology & Hepatology,0.6217165237848311
Utrecht,General & Trauma Surgery,0.6217165237848311
Utrecht,Geriatrics & Elderly Care,0.6217165237848311
Utrecht,Gynecology & Obstetrics,0.6217165237848311
Utrecht,Internal Medicine,0.6217165237848311
Utrecht,Neurology & Neurosurgery,0.6217165237848311
Utrecht,Oncology & Radiotherapy,0.6217165237848311
Utrecht,Ophthalmology,0.6217165237848311
Utrecht,Orthopedics,0.6217165237848311
Utrecht,Pain Management & Anaesthesiology,0.6217165237848311
Utrecht,Pediatrics,0.6217165237848311
Utrecht,Plastic & Reconstructive Surgery,0.6217165237848311
Utrecht,Psychiatry & Mental Health,0.6217165237848311
Utrecht,Pulmonology,0.6217165237848311
Utrecht,Radiology & Interventional Radiology,0.6217165237848311
Utrecht,Rehabilitation Medicine,0.6217165237848311
Utrecht,Rheumatology,0.6217165237848311
Utrecht,Sports Medicine & Other,0.6217165237848311
Utrecht,Urology,0.6217165237848311
Zeeland,Audiology,0.07731586243269968
Zeeland,Cardiology,0.07731586243269968
Zeeland,Cardiothoracic Surgery,0.07731586243269968
Zeeland,Clinical Genetics,0.07731586243269968
Zeeland,Dermatology & Allergology,0.07731586243269968
Zeeland,ENT,0.07731586243269968
Zeeland,Gastroenterology & Hepatology,0.07731586243269968
Zeeland,General & Trauma Surgery,0.07731586243269968
Zeeland,Geriatrics & Elderly Care,0.07731586243269968
Zeeland,Gynecology & Obstetrics,0.07731586243269968
Zeeland,Internal Medicine,0.07731586243269968
Zeeland,Neurology & Neurosurgery,0.07731586243269968
Zeeland,Oncology & Radiotherapy,0.07731586243269968
Zeeland,Ophthalmology,0.07731586243269968
Zeeland,Orthopedics,0.07731586243269968
Zeeland,Pain Management & Anaesthesiology,0.07731586243269968
Zeeland,Pediatrics,0.07731586243269968
Zeeland,Plastic & Reconstructive Surgery,0.07731586243269968
Zeeland,Psychiatry & Mental Health,0.07731586243269968
Zeeland,Pulmonology,0.07731586243269968
Zeeland,Radiology & Interventional Radiology,0.07731586243269968
Zeeland,Rehabilitation Medicine,0.07731586243269968
Zeeland,Rheumatology,0.07731586243269968
Zeeland,Sports Medicine & Other,0.07731586243269968
Zeeland,Urology,0.07731586243269968
Zuid-Holland,Audiology,0.6062068556231873
Zuid-Holland,Cardiology,0.6062068556231873
Zuid-Holland,Cardiothoracic Surgery,0.6062068556231873
Zuid-Holland,Clinical Genetics,0.6062068556231873
Zuid-Holland,Dermatology & Allergology,0.6062068556231873
Zuid-Holland,ENT,0.6062068556231873
Zuid-Holland,Gastroenterology & Hepatology,0.6062068556231873
Zuid-Holland,General & Trauma Surgery,0.6062068556231873
Zuid-Holland,Geriatrics & Elderly Care,0.6062068556231873
Zuid-Holland,Gynecology & Obstetrics,0.6062068556231873
Zuid-Holland,Internal Medicine,0.6062068556231873
Zuid-Holland,Neurology & Neurosurgery,0.6062068556231873
Zuid-Holland,Oncology & Radiotherapy,0.6062068556231873
Zuid-Holland,Ophthalmology,0.6062068556231873
Zuid-Holland,Orthopedics,0.6062068556231873
Zuid-Holland,Pain Management & Anaesthesiology,0.6062068556231873
Zuid-Holland,Pediatrics,0.6062068556231873
Zuid-Holland,Plastic & Reconstructive Surgery,0.6062068556231873
Zuid-Holland,Psychiatry & Mental Health,0.6062068556231873
Zuid-Holland,Pulmonology,0.6062068556231873
Zuid-Holland,Radiology & Interventional Radiology,0.6062068556231873
Zuid-Holland,Rehabilitation Medicine,0.6062068556231873
Zuid-Holland,Rheumatology,0.6062068556231873
Zuid-Holland,Sports Medicine & Other,0.6062068556231873
Zuid-Holland,Urology,0.6062068556231873
