province,specialism,DP2_norm
Fryslân,Rheumatology,0.49515713086902613
Fryslân,Internal Medicine,0.47535084563426505
Fryslân,Rehabilitation Medicine,0.47535084563426505
Fryslân,Audiology,0.47535084563426505
Fryslân,Oncology & Radiotherapy,0.47535084563426505
Fryslân,Gastroenterology & Hepatology,0.45554456039950403
Fryslân,Pain Management & Anaesthesiology,0.45554456039950403
Fryslân,Radiology & Interventional Radiology,0.435738275164743
Fryslân,General & Trauma Surgery,0.435738275164743
Fryslân,Dermatology & Allergology,0.415931989929982
Fryslân,Clinical Genetics,0.3961257046952209
Fryslân,Plastic & Reconstructive Surgery,0.3961257046952209
Fryslân,ENT,0.3961257046952209
Fryslân,Psychiatry & Mental Health,0.35651313422569886
Fryslân,Sports Medicine & Other,0.31690056375617676
Fryslân,Gynecology & Obstetrics,0.23767542281713253
Fryslân,Pediatrics,0.07922514093904419
Gelderland,Geriatrics & Elderly Care,0.8173161249262996
Gelderland,Cardiology,0.6129870936947247
Gelderland,Orthopedics,0.5925541905715672
Gelderland,Ophthalmology,0.5721212874484096
Gelderland,Neurology & Neurosurgery,0.5516883843252522
Gelderland,Pulmonology,0.5312554812020946
Gelderland,Urology,0.5312554812020946
Gelderland,Cardiothoracic Surgery,0.5312554812020946
Gelderland,Rheumatology,0.5108225780789373
Gelderland,Internal Medicine,0.49038967495577973
Gelderland,Rehabilitation Medicine,0.49038967495577973
Gelderland,Audiology,0.49038967495577973
Gelderland,Oncology & Radiotherapy,0.49038967495577973
Gelderland,Gastroenterology & Hepatology,0.4699567718326222
Gelderland,Pain Management & Anaesthesiology,0.4699567718326222
Gelderland,Radiology & Interventional Radiology,0.4495238687094648
Gelderland,General & Trauma Surgery,0.4495238687094648
Gelderland,Dermatology & Allergology,0.42909096558630727
Gelderland,Clinical Genetics,0.4086580624631498
Gelderland,Plastic & Reconstructive Surgery,0.4086580624631498
Gelderland,ENT,0.4086580624631498
Gelderland,Psychiatry & Mental Health,0.3677922562168348
Gelderland,Sports Medicine & Other,0.32692644997051984
Gelderland,Gynecology & Obstetrics,0.24519483747788987
Gelderland,Pediatrics,0.08173161249262996
Groningen,Geriatrics & Elderly Care,0.720166435849908
Groningen,Cardiology,0.540124826887431
Groningen,Orthopedics,0.5221206659911833
Groningen,Ophthalmology,0.5041165050949356
Groningen,Neurology & Neurosurgery,0.48611234419868793
Groningen,Pulmonology,0.4681081833024402
Groningen,Urology,0.4681081833024402
Groningen,Cardiothoracic Surgery,0.4681081833024402
Groningen,Rheumatology,0.4501040224061925
Groningen,Internal Medicine,0.4320998615099448
Groningen,Rehabilitation Medicine,0.4320998615099448
Groningen,Audiology,0.4320998615099448
Groningen,Oncology & Radiotherapy,0.4320998615099448
Groningen,Gastroenterology & Hepatology,0.41409570061369705
Groningen,Pain Management & Anaesthesiology,0.41409570061369705
Groningen,Radiology & Interventional Radiology,0.3960915397174494
Groningen,General & Trauma Surgery,0.3960915397174494
Groningen,Dermatology & Allergology,0.3780873788212017
Groningen,Clinical Genetics,0.360083217924954
Groningen,Plastic & Reconstructive Surgery,0.360083217924954
Groningen,ENT,0.360083217924954
Groningen,Psychiatry & Mental Health,0.3240748961324586
Groningen,Sports Medicine & Other,0.28806657433996324
Groningen,Gynecology & Obstetrics,0.2160499307549724
Groningen,Pediatrics,0.07201664358499081
Limburg,Geriatrics & Elderly Care,0.8743736713325652
Limburg,Cardiology,0.6557802534994239
Limburg,Orthopedics,0.6339209117161098
Limburg,Ophthalmology,0.6120615699327956
Limburg,Neurology & Neurosurgery,0.5902022281494815
Limburg,Pulmonology,0.5683428863661674
Limburg,Urology,0.5683428863661674
Limburg,Cardiothoracic Surgery,0.5683428863661674
Limburg,Rheumatology,0.5464835445828533
Limburg,Internal Medicine,0.5246242027995391
Limburg,Rehabilitation Medicine,0.5246242027995391
Limburg,Audiology,0.5246242027995391
Limburg,Oncology & Radiotherapy,0.5246242027995391
Limburg,Gastroenterology & Hepatology,0.502764861016225
Limburg,Pain Management & Anaesthesiology,0.502764861016225
Limburg,Radiology & Interventional Radiology,0.4809055192329109
Limburg,General & Trauma Surgery,0.4809055192329109
Limburg,Dermatology & Allergology,0.45904617744959675
Limburg,Clinical Genetics,0.4371868356662826
Limburg,Plastic & Reconstructive Surgery,0.4371868356662826
Limburg,ENT,0.4371868356662826
Limburg,Psychiatry & Mental Health,0.3934681520996544
Limburg,Sports Medicine & Other,0.3497494685330261
Limburg,Gynecology & Obstetrics,0.26231210139976957
Limburg,Pediatrics,0.08743736713325652
Noord-Brabant,Geriatrics & Elderly Care,0.7697052972004148
Noord-Brabant,Cardiology,0.577278972900311
Noord-Brabant,Orthopedics,0.5580363404703007
Noord-Brabant,Ophthalmology,0.5387937080402904
Noord-Brabant,Neurology & Neurosurgery,0.5195510756102799
Noord-Brabant,Pulmonology,0.5003084431802696
Noord-Brabant,Urology,0.5003084431802696
Noord-Brabant,Cardiothoracic Surgery,0.5003084431802696
Noord-Brabant,Rheumatology,0.4810658107502592
Noord-Brabant,Internal Medicine,0.46182317832024883
Noord-Brabant,Rehabilitation Medicine,0.46182317832024883
Noord-Brabant,Audiology,0.46182317832024883
Noord-Brabant,Oncology & Radiotherapy,0.46182317832024883
Noord-Brabant,Gastroenterology & Hepatology,0.4425805458902385
Noord-Brabant,Pain Management & Anaesthesiology,0.4425805458902385
Noord-Brabant,Radiology & Interventional Radiology,0.42333791346022814
Noord-Brabant,General & Trauma Surgery,0.42333791346022814
Noord-Brabant,Dermatology & Allergology,0.40409528103021775
Noord-Brabant,Clinical Genetics,0.3848526486002074
Noord-Brabant,Plastic & Reconstructive Surgery,0.3848526486002074
Noord-Brabant,ENT,0.3848526486002074
Noord-Brabant,Psychiatry & Mental Health,0.34636738374018666
Noord-Brabant,Sports Medicine & Other,0.3078821188801659
Noord-Brabant,Gynecology & Obstetrics,0.23091158916012441
Noord-Brabant,Pediatrics,0.07697052972004148
Noord-Holland,Geriatrics & Elderly Care,0.7892564781495215
Noord-Holland,Cardiology,0.5919423586121411
Noord-Holland,Orthopedics,0.5722109466584031
Noord-Holland,Ophthalmology,0.552479534704665
Noord-Holland,Neurology & Neurosurgery,0.532748122750927
Noord-Holland,Pulmonology,0.5130167107971889
Noord-Holland,Urology,0.5130167107971889
Noord-Holland,Cardiothoracic Surgery,0.5130167107971889
Noord-Holland,Rheumatology,0.4932852988434509
Noord-Holland,Internal Medicine,0.4735538868897129
Noord-Holland,Rehabilitation Medicine,0.4735538868897129
Noord-Holland,Audiology,0.4735538868897129
Noord-Holland,Oncology & Radiotherapy,0.4735538868897129
Noord-Holland,Gastroenterology & Hepatology,0.45382247493597483
Noord-Holland,Pain Management & Anaesthesiology,0.45382247493597483
Noord-Holland,Radiology & Interventional Radiology,0.4340910629822368
Noord-Holland,General & Trauma Surgery,0.4340910629822368
Noord-Holland,Dermatology & Allergology,0.41435965102849875
Noord-Holland,Clinical Genetics,0.39462823907476074
Noord-Holland,Plastic & Reconstructive Surgery,0.39462823907476074
Noord-Holland,ENT,0.39462823907476074
Noord-Holland,Psychiatry & Mental Health,0.35516541516728467
Noord-Holland,Sports Medicine & Other,0.3157025912598086
Noord-Holland,Gynecology & Obstetrics,0.23677694344485645
Noord-Holland,Pediatrics,0.07892564781495215
Overijssel,Geriatrics & Elderly Care,0.7413526107854636
Overijssel,Cardiology,0.5560144580890977
Overijssel,Orthopedics,0.5374806428194611
Overijssel,Ophthalmology,0.5189468275498245
Overijssel,Neurology & Neurosurgery,0.500413012280188
Overijssel,Pulmonology,0.4818791970105514
Overijssel,Urology,0.4818791970105514
Overijssel,Cardiothoracic Surgery,0.4818791970105514
Overijssel,Rheumatology,0.4633453817409148
Overijssel,Internal Medicine,0.4448115664712781
Overijssel,Rehabilitation Medicine,0.4448115664712781
Overijssel,Audiology,0.4448115664712781
Overijssel,Oncology & Radiotherapy,0.4448115664712781
Overijssel,Gastroenterology & Hepatology,0.4262777512016415
Overijssel,Pain Management & Anaesthesiology,0.4262777512016415
Overijssel,Radiology & Interventional Radiology,0.40774393593200503
Overijssel,General & Trauma Surgery,0.40774393593200503
Overijssel,Dermatology & Allergology,0.38921012066236843
Overijssel,Clinical Genetics,0.3706763053927318
Overijssel,Plastic & Reconstructive Surgery,0.3706763053927318
Overijssel,ENT,0.3706763053927318
Overijssel,Psychiatry & Mental Health,0.33360867485345863
Overijssel,Sports Medicine & Other,0.2965410443141855
Overijssel,Gynecology & Obstetrics,0.22240578323563906
Overijssel,Pediatrics,0.07413526107854637
Utrecht,Geriatrics & Elderly Care,0.7158047424820743
Utrecht,Cardiology,0.5368535568615557
Utrecht,Orthopedics,0.5189584382995038
Utrecht,Ophthalmology,0.501063319737452
Utrecht,Neurology & Neurosurgery,0.4831682011754001
Utrecht,Pulmonology,0.46527308261334827
Utrecht,Urology,0.46527308261334827
Utrecht,Cardiothoracic Surgery,0.46527308261334827
Utrecht,Rheumatology,0.44737796405129643
Utrecht,Internal Medicine,0.42948284548924454
Utrecht,Rehabilitation Medicine,0.42948284548924454
Utrecht,Audiology,0.42948284548924454
Utrecht,Oncology & Radiotherapy,0.42948284548924454
Utrecht,Gastroenterology & Hepatology,0.4115877269271927
Utrecht,Pain Management & Anaesthesiology,0.4115877269271927
Utrecht,Radiology & Interventional Radiology,0.39369260836514086
Utrecht,General & Trauma Surgery,0.39369260836514086
Utrecht,Dermatology & Allergology,0.37579748980308897
Utrecht,Clinical Genetics,0.35790237124103713
Utrecht,Plastic & Reconstructive Surgery,0.35790237124103713
Utrecht,ENT,0.35790237124103713
Utrecht,Psychiatry & Mental Health,0.3221121341169334
Utrecht,Sports Medicine & Other,0.28632189699282967
Utrecht,Gynecology & Obstetrics,0.21474142274462227
Utrecht,Pediatrics,0.07158047424820742
Zeeland,Geriatrics & Elderly Care,0.6865920096501098
Zeeland,Cardiology,0.5149440072375824
Zeeland,Orthopedics,0.49777920699632966
Zeeland,Ophthalmology,0.4806144067550769
Zeeland,Neurology & Neurosurgery,0.46344960651382416
Zeeland,Pulmonology,0.44628480627257144
Zeeland,Urology,0.44628480627257144
Zeeland,Cardiothoracic Surgery,0.44628480627257144
Zeeland,Rheumatology,0.42912000603131867
Zeeland,Internal Medicine,0.4119552057900659
Zeeland,Rehabilitation Medicine,0.4119552057900659
Zeeland,Audiology,0.4119552057900659
Zeeland,Oncology & Radiotherapy,0.4119552057900659
Zeeland,Gastroenterology & Hepatology,0.3947904055488131
Zeeland,Pain Management & Anaesthesiology,0.3947904055488131
Zeeland,Radiology & Interventional Radiology,0.37762560530756045
Zeeland,General & Trauma Surgery,0.37762560530756045
Zeeland,Dermatology & Allergology,0.3604608050663077
Zeeland,Clinical Genetics,0.3432960048250549
Zeeland,Plastic & Reconstructive Surgery,0.3432960048250549
Zeeland,ENT,0.3432960048250549
Zeeland,Psychiatry & Mental Health,0.30896640434254946
Zeeland,Sports Medicine & Other,0.27463680386004397
Zeeland,Gynecology & Obstetrics,0.20597760289503295
Zeeland,Pediatrics,0.06865920096501099
Zuid-Holland,Geriatrics & Elderly Care,0.6752188316068172
Zuid-Holland,Cardiology,0.5064141237051129
Zuid-Holland,Orthopedics,0.48953365291494244
Zuid-Holland,Ophthalmology,0.47265318212477203
Zuid-Holland,Neurology & Neurosurgery,0.4557727113346016
Zuid-Holland,Pulmonology,0.43889224054443116
Zuid-Holland,Urology,0.43889224054443116
Zuid-Holland,Cardiothoracic Surgery,0.43889224054443116
Zuid-Holland,Rheumatology,0.42201176975426075
Zuid-Holland,Internal Medicine,0.40513129896409034
Zuid-Holland,Rehabilitation Medicine,0.40513129896409034
Zuid-Holland,Audiology,0.40513129896409034
Zuid-Holland,Oncology & Radiotherapy,0.40513129896409034
Zuid-Holland,Gastroenterology & Hepatology,0.38825082817391987
Zuid-Holland,Pain Management & Anaesthesiology,0.38825082817391987
Zuid-Holland,Radiology & Interventional Radiology,0.37137035738374946
Zuid-Holland,General & Trauma Surgery,0.37137035738374946
Zuid-Holland,Dermatology & Allergology,0.354489886593579
Zuid-Holland,Clinical Genetics,0.3376094158034086
Zuid-Holland,Plastic & Reconstructive Surgery,0.3376094158034086
Zuid-Holland,ENT,0.3376094158034086
Zuid-Holland,Psychiatry & Mental Health,0.3038484742230677
Zuid-Holland,Sports Medicine & Other,0.2700875326427269
Zuid-Holland,Gynecology & Obstetrics,0.20256564948204517
Zuid-Holland,Pediatrics,0.06752188316068172
